code;Company name;Company registered name;Exhibition ID;Project name;Booth;Stand_no;Exhibition area;Exhibited products;T1;Exhibition start time;Exhibition end time;Service type;tag;T1;T2;T3;International station link;Clerk;Region;Province;City;District;Customer service;Matching pre registered buyers-tag;Matching pre registered VIP buyers-tag;Matching pre registered bill buyers-tag;Matching pre registered intended buyers-tag;Matching pre registered contacted buyers-tag;Matching pre registered buyers-T1;Matching pre registered intended buyers-T1
S18378244;Shenzhen Xinwei Equipment Co.Ltd;????????????;152683595067;2025????????????????;1;;Industrial Machinery;???;Industrial Machinery;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Energy Storage Battery|Industrial & Commercial Energy Storage|Battery Energy Storage System|Off-Grid Energy Storage System|Outdoor Energy Storage|Portable Power Stations|Battery Management Systems (BMS)|Energy Storage System|Home Energy Storage|Household Energy Storage Battery;New Energy;Renewable Energy;Energy Storage System|Batteries;https://www.tradechina.com/supplier/Shenzhen-Xinwei-Equipment-Co-Ltd_152748349301.html;???;????;???;???;???;??;87;10;39;0;0;288;1
S18854884;NINGBO ZHONGWEN ELECTRICAL APPLIANCES CO.,LTD;??????????;152683595067;2025????????????????;1;D1C212;Home Appliances;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Garment Steamers;Electronics & Appliances;Home Appliances;Laundry Appliances;https://www.tradechina.com/supplier/NINGBO-ZHONGWEN-ELECTRICAL-APPLIANCES-CO-LTD_152955021130.html;???;????;???;???;???;??;5;1;0;0;0;1.017;4
S19008280;;??????????;152683595067;2025????????????????;1;A3C203;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;;;;;;???;????;???;???;???;??;;;;;;;
S18654004;Huizhou Hengcai Silicone Products Company Limited;?????????????;152683595067;2025????????????????;2;A1A110;Baby Children & Maternity;????;Baby Children & Maternity;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Dishes & Utensils|Bath Toys|Sippy Cups|Baby Bibs|Other Baby Feeding Products|Baby Pacifier|Baby Teething Gel|Other Educational Toys|Pacifier Chain|Beach & Sand Toys;Baby Children & Maternity;Maternity & Baby Products|Toys & Education;Baby Products|Baby & Toddler Toys|Baby Supplies & Products|Educational Toys|Baby Gifts|Outdoor Toys & Structures;https://www.tradechina.com/supplier/Huizhou-Hengcai-Silicone-Products-Company-Limited_152834360551.html;???;????;???;???;???;???;36;4;11;0;0;678;2
S18840004;Dongguan Guoqin Garment Co., Ltd;???????????;152683595067;2025????????????????;2;C1D109;;??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Women's Polo Shirts|Women's Cardigans|Women's Sweater Dress|Men's Cardigans|Women's Sweaters|Women's Knit Tops?| Women's T-Shirts|Women's Knitwear|Women's Hoodies & Sweatshirts|Women's Tank Tops;Textiles & Garments;Apparel & Accessories;Women's Clothing|Men's Clothing;https://www.tradechina.com/supplier/Dongguan-Guoqin-Garment-Co-Ltd_152939838179.html;???;????;???;???;???;??;90;4;11;0;0;849;0
S16292404;Guangzhou MengChongBuLuo Cosmetics Co., Ltd.;??????????????;152683595067;2025????????????????;1;A2A103;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Nail Tools|Stickers & Decals|Nail Paint| Aromatherapy & Diffusers|Perfume|Nail Brush|Manicure & Pedicure Set|Scented Candles;Homelife;Beauty|Home & Garden;Nail Supplies|Home Decor|Perfume & Fragrance;https://www.tradechina.com/supplier/Guangzhou-MengChongBuLuo-Cosmetics-Co-Ltd_152593513275.html;??;????;???;???;???;???;27;1;3;0;0;1.989;3
S17384404;Dongguan Zhongxin garment accessories Co., LTD;?????????????;152683595067;2025????????????????;;C1D105;;;;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Paper Bags|Packaging Labels|Shoe Labels & Tags|Hangtags|Garment Tags|Paper Boxes|Heat Transfer|Badges|Mannequins|Patches;Homelife|Textiles & Garments;Packaging Supplies|Shoes & Accessories|Apparel & Accessories;Paper Packaging|Packaging Auxiliary Materials|Shoe Parts & Accessories|Garment & Processing Accessories;https://www.tradechina.com/supplier/Dongguan-Zhongxin-garment-accessories-Co-LTD_152659473307.html;wangmeng;;???;???;???;???;52;9;14;0;0;1.264;1
S18324964;Foshan Deezon Windows and Doors Co.,Ltd.;????????????;152683595067;2025????????????????;2;B3A107;Building Materials;??;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Gates|Door & Window Frames|Custom Windows|System Doors And Windows|Shutters|Aluminum Cutain Wall|Bi-Fold Doors|Aluminum Alloy Doors And Windows|Front Entry Doors|Soundproof Windows;Building Materials;Construction & Real Estate;Door, Window & Accessories;https://www.tradechina.com/supplier/Foshan-Deezon-Windows-and-Doors-Co-Ltd_152727216856.html;???;????;???;???;???;??;72;12;20;0;0;1.419;3
S10032887;QINGDAO DEQUAN FOOD CO.,LTD.;??????????;152683595067;2025????????????????;1;A3D103;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Sunflower Kernels|Pumpkin Kernels|Peanuts;Food;Food & Beverage;Nuts & Kernels;https://www.tradechina.com/supplier/QINGDAO-DEQUAN-FOOD-CO-LTD_100152874050.html;???;????;???;???;???;??;6;1;3;0;0;779;0
S18965764;;????????????;152683595067;2025????????????????;2;B2A107;;???;Pet;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;??;????;???;???;???;???;;;;;;;
S10045521;Foshan City Nanhai Harvest Plastic Co., LTD;???????????????;152683595067;2025????????????????;2;A3A205;Homelife;???????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Packaging Cup,Bowl|Paper Boxes|Degradable plastic;Homelife|Building Materials;Packaging Supplies|Rubber & Plastics;Packaging Auxiliary Materials|Paper Packaging|Plastic Raw Materials;https://www.tradechina.com/supplier/Foshan-City-Nanhai-Harvest-Plastic-Co-LTD_100278900380.html;???;????;???;???;???;??;64;17;30;0;0;397;2
S17380096;NINGBO JULY INTERNATIONAL TRADING CO.,LTD;????????????;152683595067;2025????????????????;2;A2B114;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Eye Health Supplies|Comb|Cleaning Cloths|Bathroom Textiles|Home Supplies Projects|Hair Drying Towels|Silicone Daily Necessities|Bath Brushes, Sponges & Scrubbers| Face & Bath Towels;Homelife|Textiles & Garments;Beauty|Personal Care & Household Cleaning|Home & Garden|Home Textiles;Skin Care & Tools?facial?|Hair Care & Styling|Household Cleaning Tools & Accessories|Other Home Textiles|Home Storage & Organization|Towels|Bath Supplies;https://www.tradechina.com/supplier/NINGBO-JULY-INTERNATIONAL-TRADING-CO-LTD_152659312194.html;???;????;???;???;???;???;150;22;52;0;0;2.416;4
S16110724;Pujiang Wenxin Home Textile Co.,Ltd;??????????;152683595067;2025????????????????;2;C2I209;;??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Fitness & Yoga Wear|Bedding Set|Sports Fitness Yoga Wear|Tracksuits;Textiles & Garments;Apparel & Accessories|Home Textiles;Sportswear|Bedding;https://www.tradechina.com/supplier/Pujiang-Wenxin-Home-Textile-Co-Ltd_152583811998.html;???;????;???;???;???;??;37;3;5;0;0;1.105;0
S18972004;Mai Yi Pet Supplies.Co.,Ltd;????????????;152683595067;2025????????????????;1;B2A116;;??;Pet;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Cat Litter Deodorizing Products;Pet;Pet Supplies & Pet;Pet Training Supplies And Hygiene Products;https://www.tradechina.com/supplier/Mai-Yi-Pet-Supplies-Co-Ltd_152999489634.html;??;????;???;???;???;???;;;;;;107;0
S17981296;;????????????;152683595067;2025????????????????;2;A2A105;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;;;;;;???;????;???;???;???;???;;;;;;;
S10047105; HANGZHOU SANYUE TEXTILE CO., LTD;???????????;152683595067;2025????????????????;4;C2H105;;??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Groom Wear|Plus Size Women's Tank Tops|Casual Dresses|Men's Pants & Trousers|Women's Jackets|Men's Shorts|Women's Suits & Blazers(old)|Men's Jackets|Women's Trench Coats|Women's Pants & Trousers;Textiles & Garments;Apparel & Accessories;Wedding Apparel & Accessories|Women's Clothing|Men's Clothing;https://www.tradechina.com/supplier/HANGZHOU-SANYUE-TEXTILE-CO-LTD_100309700051.html;??;????;???;???;???;???;105;1;11;0;0;849;0
S18964264;;??????????????;152683595067;2025????????????????;2;A2F110;Homelife;???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;??;;;;;;;
S19004452;;???????????;152683595067;2025????????????????;4;B3I104;Building Materials;???;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;??;;;;;;;
S17941684;FOSHAN HENGFENGHONG TEXTILE CO., LTD.;????????????;152683595067;2025????????????????;2;C2H203;;??;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Garment Nylon Fabric|Garment Fabric|Garment Knitted Fabrics|Garment Linen Fabric|Shirt Fabric|Garment Tencel Cotton Fabric|Garment Jacquard Fabric|Garment Rayon Fabric|Garment Mixed Fabric|Garment Cotton Fabric;Textiles & Garments;Fabric & Textile Raw Material;Fabric;https://www.tradechina.com/supplier/FOSHAN-HENGFENGHONG-TEXTILE-CO-LTD_152695910690.html;???;????;???;???;???;??;126;15;33;0;0;891;2
S18973600;;???????????;152683595067;2025????????????????;2;D1D115;Home Appliances;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;???;;;;;;;
S17929444;Terminal Connector;???????????;152683595067;2025????????????????;1;D1F115;Home Appliances;?????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Others Car Light Accessories|Machinery Processing Services|Generic Fitting|Casting Services;Industrial Machinery;Vehicle & Transportation Parts|Machine Tools & Metalworking;Auto Lighting Systems|Services & Technology|Machine Tool Accessories;https://www.tradechina.com/supplier/Terminal-Connector_152695461583.html;??;????;???;???;???;???;22;6;10;0;0;1.519;4
S18672244;PUNING DONG HONG KNITTING & GARMENT CO.LTD.;?????????????;152683595067;2025????????????????;2;C2J103;;????;Textiles & Garments;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Women's Sleepwear|Brief/Underwear|Mens Briefs & Boxers|Womens Other Underwear|Sleepwear/Pajamas|Women's Panties|Men's Briefs & Boxers|Plus Size Men‘s Underwear;Textiles & Garments;Apparel & Accessories;Underwear & Sleepwear;https://www.tradechina.com/supplier/PUNING-DONG-HONG-KNITTING-GARMENT-CO-LTD_152842485530.html;???;????;???;???;???;??;34;5;6;0;0;849;0
S10020391;FUJIAN EXAMPLE EOE GROUP;?????????????;152683595067;2025????????????????;1;A3C111;Homelife;??;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;https://www.tradechina.com/supplier/FUJIAN-EXAMPLE-EOE-GROUP_100042993705.html;???;????;???;???;???;??;;;;;;;
S19007452;Zhongshan Tiandi Electric Appliance Co., Ltd;???????????;152683595067;2025????????????????;1;D1F110;Home Appliances;????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Portable Electric Furnace|Foldable Stove|Electric Saucepan|Freestanding Cooker|Electric Pressure Cookers|Electric Frying Pan|Rice Cookers|Electric Food Steamers|Induction Cookers;Electronics & Appliances;Home Appliances;Small Kitchen Appliances;https://www.tradechina.com/supplier/Zhongshan-Tiandi-Electric-Appliance-Co-Ltd_153009139337.html;???;????;???;???;???;??;24;7;11;0;0;1.017;4
S18894004;Nantong Linyang Sports Equipment Co., Ltd.;????????????;152683595067;2025????????????????;1;A2F213;Homelife;???/???;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Outdoor Fitness Equipment|Exercise Machine Parts & Accessories;Homelife;Sports & Entertainment;Fitness & Body Building;https://www.tradechina.com/supplier/Nantong-Linyang-Sports-Equipment-Co-Ltd_152980461634.html;???;????;???;???;???;???;5;2;1;0;0;294;0
S17726644;Zhejiang Ruichao Leisure Products Co.,Ltd;????????????;152683595067;2025????????????????;2;C3A093;;???;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Mental Table|Outdoor Tables|Garden Chairs|Tables;Furniture & Decoration|Homelife;Furniture|Sports & Entertainment;Outdoor Furniture|Camping & Hiking;https://www.tradechina.com/supplier/Zhejiang-Ruichao-Leisure-Products-Co-Ltd_152680685792.html;???;????;???;???;???;???;16;5;4;0;0;1.280;3
S18966052;WENZHOU JINHENG PET PRODUCTS CO.,LTD;????????????;152683595067;2025????????????????;1;B2G109;;????????;Pet;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Other Meat & Poultry|Chicken|Fish oil|Duck|Complex vitamins and minerals|Collagen;Food;Food & Beverage|Health Care;Meat & Poultry|Healthcare Supplements;https://www.tradechina.com/supplier/WENZHOU-JINHENG-PET-PRODUCTS-CO-LTD_152998709084.html;???;????;???;???;???;??;71;5;17;0;0;863;1
S18796804;Lin an XunChi Electronics Co.,Ltd;??????????;152683595067;2025????????????????;1;D1B220;Home Appliances;??;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Coaxial Cable|Cables and Wires|Coaxial Connectors (RF)|Other Wires, Cables & Cable Assemblies;New Energy;Electrical Equipment & Supplies|Electronic Components, Accessories & Telecommunications;Wires, Cables & Cable Assemblies|Electronic Accessories & Supplies|Connectors, Terminals & Accessories;https://www.tradechina.com/supplier/Lin-an-XunChi-Electronics-Co-Ltd_152924544367.html;???;????;???;???;???;???;4;1;2;0;0;325;1
S18353764;SHANGHAI BANGDA INTERNATIONAL TRADE CO.LTD;????????????;152683595067;2025????????????????;1;B2G210;;????;Pet;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Cat Dry Food|Pet Bath Brush|Chewing Specific Snacks|Pet Basic Nutritional Supplements|Mineral Cat Litter|Pet Moisturizer|Pet Bowl|Other Pet Snacks|Pet Protein And Trace Element Supplements|Dog Dry Food;Pet;pet food|Pet Supplies & Pet|Pet Medical and Health Care;Pet Food (Dry Food)|Pet Cleaning And Care|Pet Snacks|Pet Nutrition Products|Pet Litter|Pet Tableware;https://www.tradechina.com/supplier/SHANGHAI-BANGDA-INTERNATIONAL-TRADE-CO-LTD_152742538005.html;??;????;???;???;???;??;38;1;6;0;0;192;0
S10038843;HANGZHOU MICKER SANITARY PRODUCTS CO.,LTD;?????????????;152683595067;2025????????????????;2;A1B108;Baby Children & Maternity;??;Baby Children & Maternity;2025-11-26 00:00:00;2025-11-29 00:00:00;O2O?;Antibacterial Wet Wipes|Feminine Wipes|Cleansing Wipes|Disinfecting Wipes|Other Healthcare Supply|Kitchen Wipes|Pet Wet Wipes|Baby‘s Wet Wipes;Other|Homelife|Pet|Baby Children & Maternity;Medical devices & Supplies|Personal Care & Household Cleaning|Household Healthcare Products|Home & Garden|Pet Supplies & Pet|Maternity & Baby Products;Medical Consumables|Hygiene Products|Health Care Equipment|Kitchenware|Pet Cleaning And Care|Baby Hygiene Products;https://www.tradechina.com/supplier/HANGZHOU-MICKER-SANITARY-PRODUCTS-CO-LTD_100160186501.html;???;????;???;???;???;???;66;13;21;0;0;2.490;4
S18998164;Foshan Sichen Furniture Co., Ltd;???????????;152683595067;2025????????????????;2;C3P101,C3P201;;?????;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Teaching Furniture & Equipment|Traditional Culture Classroom|Maker Classroom;Education;Subject Classroom;Teaching Furniture & Equipment|Traditional Culture Classroom|Maker Classroom;https://www.tradechina.com/supplier/Foshan-Sichen-Furniture-Co-Ltd_153004805662.html;???;????;???;???;???;??;12;1;2;0;0;82;0
S18998164;Foshan Sichen Furniture Co., Ltd;???????????;152683595067;2025????????????????;2;C3P101,C3P201;;???;Furniture & Decoration;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Teaching Furniture & Equipment|Traditional Culture Classroom|Maker Classroom;Education;Subject Classroom;Teaching Furniture & Equipment|Traditional Culture Classroom|Maker Classroom;https://www.tradechina.com/supplier/Foshan-Sichen-Furniture-Co-Ltd_153004805662.html;???;????;???;???;???;??;12;1;2;0;0;82;0
S18801388;;???????????;152683595067;2025????????????????;1;B3A042;Building Materials;????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;;;;;;???;????;???;???;???;???;;;;;;;
S18918244;ANJI SHENGRUI FURNITURE CO.,LTD.;??????????;152683595067;2025????????????????;;;;;;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Dining Chairs|Modern Sofa|Chaise Longue|Bar Chairs|Sofa Beds|Recliners|Office Sofas|Bean Bag Sofas|Living Room Sofas|Patio Benches;Furniture & Decoration;Furniture|Commercial Equipment;Home Furniture|Commercial Furniture|Outdoor Furniture;https://www.tradechina.com/supplier/ANJI-SHENGRUI-FURNITURE-CO-LTD_152985676683.html;??;????;???;???;???;;123;11;26;0;0;1.440;3
S18985264;Guangdong Lesso Water Purification Technology CO., Ltd;????????????;152683595067;2025????????????????;2;D1G113;Home Appliances;???;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Desktop Water Dispensers|Wall Mounted Water Dispensers|Outdoor Water Purification Bottles|Outdoor Water Filters|Reverse Osmosis Water Filter System|Refrigerator Water Filters|Water Filter Pitchers|Center Water Purifiers|Kitchen Water Faucet|Freestanding Water Dispensers;Electronics & Appliances;Home Appliances;Water Treatment Appliances;https://www.tradechina.com/supplier/Guangdong-Lesso-Water-Purification-Technology-CO-Ltd_153002636177.html;???;????;???;???;???;???;16;4;7;0;0;1.017;4
S17996404;HEBEI TOMATO GROUP LTD.;???????????;152683595067;2025????????????????;2;A3C201;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Sauce|Canned Seafood|Chilli Sauce|Meat Snacks|Canned Fruit|Canned Vegetables|Mixed Spices & Seasonings|Mushrooms|Ketchup|Other Healthcare supplement;Food;Food & Beverage|Agricultural Products|Health Care;Seasonings & Condiments|Canned Food|Snacks|Mushrooms & Truffles|Healthcare Supplements;https://www.tradechina.com/supplier/HEBEI-TOMATO-GROUP-LTD_152697343280.html;wangmeng;????;???;???;????;???;125;20;39;0;0;1.010;1
S18883684;MEIJU DECORART (GUANGDONG) NEW MATERIALS Co., Ltd;???????????????;152683595067;2025????????????????;2;B3B102;Building Materials;?????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Aluminum-Plastic Composite Panels|PVC Board|Flooring Accessories|Stair Parts|Wall Panels & Boards|Wainscoting|Plastic Profiles|Sandwich Panels|Composite Materials|Baseboard|Background Wall;Building Materials|Furniture & Decoration;Construction & Real Estate|Fireplaces & Curtain Walls;Building Boards|Flooring & Accessories|Stairs & Stair Parts|Wallpapers/Wall panels|Plastic Building Materials|New Materials|Curtain Walls & Accessories;https://www.tradechina.com/supplier/MEIJU-DECORART-GUANGDONG-NEW-MATERIALS-Co-Ltd_152975048471.html;???;????;???;???;???;???;120;14;27;0;0;1.486;3
S18916564;JIANGXI  HONGYIMEI STATIONERY CO, LTD;?????????????;152683595067;2025????????????????;1;A2G212;Homelife;????;Homelife;2025-11-26 00:00:00;2025-11-29 00:00:00;???;Pencil Bags|Pencil Cases|Other Backpacks| Cartoon Stickers|Creative Paste Toys|Printing & Stamping| Wall Stickers|Watercolor Paper|Toy Stickers|Children's Teaching Clocks|School Bags|Window Stickers|Tutorial Bags|Other Stickers|Children Felt Craft Kits|Cultural & Educational Supplies|Car Paper|Paper Art Works|Decorative Stickers;Homelife|Textiles & Garments|Baby Children & Maternity|Education;School & Office Supplies|Luggage, Bags & Cases|Gifts & Crafts|Toys & Education|Baby & Children's Clothing, Shoes & Accessories|Wen Mei Yin & Quality Education;Pencil Cases & Bags|Backpacks|Stickers|Arts, Crafts & DIY Toys|Educational Toys|Kids' Luggage & Bags|Business Bags & Cases|Cultural & Educational Supplies|Puzzle & Games;https://www.tradechina.com/supplier/JIANGXI-HONGYIMEI-STATIONERY-CO-LTD_152985199254.html;???;????;???;???;???;???;62;6;16;0;0;1.254;2
S18967096;Dong Guan Nruit Energy Technology Co.,Ltd;?????????????;152683595067;2025????????????????;1;D1C216;Home Appliances;????????;Electronics & Appliances;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Portable Power Stations|Household Energy Storage Battery|Photovoltaic Power Station|Energy Storage System|Photovoltaic And Storage Converter|Home Energy Storage|Energy Storage Battery|Industrial & Commercial Energy Storage|Energy Management System|Lithium Ion Batteries;New Energy;Renewable Energy;Energy Storage System|Solar Applications|Batteries;https://www.tradechina.com/supplier/Dong-Guan-Nruit-Energy-Technology-Co-Ltd_152998983311.html;???;????;???;???;???;??;83;11;40;0;0;288;1
S18977464;Zhongshan Dishun Electrical Technology Co.,Ltd.;?????????????;152683595067;2025????????????????;2;B3C104;Building Materials;????;Building Materials;2025-11-26 00:00:00;2025-11-29 00:00:00;AI?????;Solar Street Lights|Other Solar Lights|Solar Flood Lights|Solar Garden Lights;Furniture & Decoration;Lights & Lighting;Solar lighting;https://www.tradechina.com/supplier/Zhongshan-Dishun-Electrical-Technology-Co-Ltd_152999918570.html;??;????;???;???;???;??;31;4;6;0;0;432;1
